lineItem/UsageStartDate,lineItem/ProductCode,product/region,lineItem/UsageType,lineItem/UnblendedCost,resourceTags/user:Team,resourceTags/user:Environment
2025-01-10T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,22.1,backend,staging
2025-01-10T00:00:00Z,AmazonEBS,eu-west-1,Storage,45.68,platform,prod
2025-01-10T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,179.62,backend,prod
2025-01-10T00:00:00Z,AWSLambda,us-east-1,Requests,5.48,platform,staging
2025-01-10T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,143.98,backend,prod
2025-01-10T00:00:00Z,AmazonS3,us-east-1,Storage,58.16,data,prod
2025-01-11T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,22.4,frontend,prod
2025-01-11T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,31.57,backend,staging
2025-01-11T00:00:00Z,AmazonEBS,eu-west-1,Storage,42.69,platform,prod
2025-01-11T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,182.37,backend,prod
2025-01-11T00:00:00Z,AWSLambda,us-east-1,Requests,4.81,platform,staging
2025-01-11T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,103.33,backend,prod
2025-01-11T00:00:00Z,AmazonS3,us-east-1,Storage,58.68,data,prod
2025-01-12T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,13.33,frontend,prod
2025-01-12T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,21.9,backend,staging
2025-01-12T00:00:00Z,AmazonEBS,eu-west-1,Storage,42.39,platform,prod
2025-01-12T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,178.42,backend,prod
2025-01-12T00:00:00Z,AWSLambda,us-east-1,Requests,2.65,platform,staging
2025-01-12T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,148.97,backend,prod
2025-01-12T00:00:00Z,AmazonS3,us-east-1,Storage,55.09,data,prod
2025-01-13T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,25.5,frontend,prod
2025-01-13T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,21.55,backend,staging
2025-01-13T00:00:00Z,AmazonEBS,eu-west-1,Storage,50.03,platform,prod
2025-01-13T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,206.25,backend,prod
2025-01-13T00:00:00Z,AWSLambda,us-east-1,Requests,5.02,platform,staging
2025-01-13T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,180.25,backend,prod
2025-01-13T00:00:00Z,AmazonS3,us-east-1,Storage,74.29,data,prod
2025-01-14T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,23.35,frontend,prod
2025-01-14T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,33.35,backend,staging
2025-01-14T00:00:00Z,AmazonEBS,eu-west-1,Storage,48.84,platform,prod
2025-01-14T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,168.56,backend,prod
2025-01-14T00:00:00Z,AWSLambda,us-east-1,Requests,5.22,platform,staging
2025-01-14T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,154.16,backend,prod
2025-01-14T00:00:00Z,AmazonS3,us-east-1,Storage,89.53,data,prod
2025-01-15T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,32.61,frontend,prod
2025-01-15T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,41.22,backend,staging
2025-01-15T00:00:00Z,AmazonEBS,eu-west-1,Storage,52.87,platform,prod
2025-01-15T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,201.47,backend,prod
2025-01-15T00:00:00Z,AWSLambda,us-east-1,Requests,8.3,platform,staging
2025-01-15T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,170.34,backend,prod
2025-01-15T00:00:00Z,AmazonS3,us-east-1,Storage,67.06,data,prod
2025-01-16T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,44.02,frontend,prod
2025-01-16T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,23.47,backend,staging
2025-01-16T00:00:00Z,AmazonEBS,eu-west-1,Storage,43.91,platform,prod
2025-01-16T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,227.97,backend,prod
2025-01-16T00:00:00Z,AWSLambda,us-east-1,Requests,6.38,platform,staging
2025-01-16T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,176.06,backend,prod
2025-01-16T00:00:00Z,AmazonS3,us-east-1,Storage,68.6,data,prod
2025-01-17T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,29.68,frontend,prod
2025-01-17T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,26.43,backend,staging
2025-01-17T00:00:00Z,AmazonEBS,eu-west-1,Storage,52.54,platform,prod
2025-01-17T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,153.64,backend,prod
2025-01-17T00:00:00Z,AWSLambda,us-east-1,Requests,5.62,platform,staging
2025-01-17T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,177.29,backend,prod
2025-01-17T00:00:00Z,AmazonS3,us-east-1,Storage,74.69,data,prod
2025-01-18T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,18.79,frontend,prod
2025-01-18T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,23.84,backend,staging
2025-01-18T00:00:00Z,AmazonEBS,eu-west-1,Storage,42.81,platform,prod
2025-01-18T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,154.15,backend,prod
2025-01-18T00:00:00Z,AWSLambda,us-east-1,Requests,7.52,platform,staging
2025-01-18T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,148.71,backend,prod
2025-01-18T00:00:00Z,AmazonS3,us-east-1,Storage,63.65,data,prod
2025-01-19T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,16.51,frontend,prod
2025-01-19T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,21.68,backend,staging
2025-01-19T00:00:00Z,AmazonEBS,eu-west-1,Storage,42.96,platform,prod
2025-01-19T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,110.53,backend,prod
2025-01-19T00:00:00Z,AWSLambda,us-east-1,Requests,3.63,platform,staging
2025-01-19T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,121.77,backend,prod
2025-01-19T00:00:00Z,AmazonS3,us-east-1,Storage,59.61,data,prod
2025-01-20T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,27.78,frontend,prod
2025-01-20T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,36.38,backend,staging
2025-01-20T00:00:00Z,AmazonEBS,eu-west-1,Storage,52.27,platform,prod
2025-01-20T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,827.58,backend,prod
2025-01-20T00:00:00Z,AWSLambda,us-east-1,Requests,4.76,platform,staging
2025-01-20T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,193.65,backend,prod
2025-01-20T00:00:00Z,AmazonS3,us-east-1,Storage,71.75,data,prod
2025-01-21T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,26.94,frontend,prod
2025-01-21T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,28.36,backend,staging
2025-01-21T00:00:00Z,AmazonEBS,eu-west-1,Storage,48.08,platform,prod
2025-01-21T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,135.67,backend,prod
2025-01-21T00:00:00Z,AWSLambda,us-east-1,Requests,2.25,platform,staging
2025-01-21T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,128.33,backend,prod
2025-01-21T00:00:00Z,AmazonS3,us-east-1,Storage,78.43,data,prod
2025-01-22T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,20.08,frontend,prod
2025-01-22T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,28.95,backend,staging
2025-01-22T00:00:00Z,AmazonEBS,eu-west-1,Storage,49.7,platform,prod
2025-01-22T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,194.42,backend,prod
2025-01-22T00:00:00Z,AWSLambda,us-east-1,Requests,48.15,platform,staging
2025-01-22T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,178.31,backend,prod
2025-01-22T00:00:00Z,AmazonS3,us-east-1,Storage,77.12,data,prod
2025-01-23T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,29.03,frontend,prod
2025-01-23T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,37.79,backend,staging
2025-01-23T00:00:00Z,AmazonEBS,eu-west-1,Storage,53.36,platform,prod
2025-01-23T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,156.75,backend,prod
2025-01-23T00:00:00Z,AWSLambda,us-east-1,Requests,7.82,platform,staging
2025-01-23T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,169.65,backend,prod
2025-01-23T00:00:00Z,AmazonS3,us-east-1,Storage,65.75,data,prod
2025-01-24T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,20.1,frontend,prod
2025-01-24T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,28.74,backend,staging
2025-01-24T00:00:00Z,AmazonEBS,eu-west-1,Storage,52.54,platform,prod
2025-01-24T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,213.06,backend,prod
2025-01-24T00:00:00Z,AWSLambda,us-east-1,Requests,7.71,platform,staging
2025-01-24T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,178.71,backend,prod
2025-01-24T00:00:00Z,AmazonS3,us-east-1,Storage,72.78,data,prod
2025-01-25T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,29.89,frontend,prod
2025-01-25T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,30.49,backend,staging
2025-01-25T00:00:00Z,AmazonEBS,eu-west-1,Storage,42.79,platform,prod
2025-01-25T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,173.13,backend,prod
2025-01-25T00:00:00Z,AWSLambda,us-east-1,Requests,5.93,platform,staging
2025-01-25T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,167.87,backend,prod
2025-01-25T00:00:00Z,AmazonS3,us-east-1,Storage,61.02,data,prod
2025-01-26T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,29.61,frontend,prod
2025-01-26T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,22.62,backend,staging
2025-01-26T00:00:00Z,AmazonEBS,eu-west-1,Storage,37.01,platform,prod
2025-01-26T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,162.76,backend,prod
2025-01-26T00:00:00Z,AWSLambda,us-east-1,Requests,4.88,platform,staging
2025-01-26T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,160.17,backend,prod
2025-01-26T00:00:00Z,AmazonS3,us-east-1,Storage,54.41,data,prod
2025-01-27T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,35.9,frontend,prod
2025-01-27T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,25.68,backend,staging
2025-01-27T00:00:00Z,AmazonEBS,eu-west-1,Storage,53.02,platform,prod
2025-01-27T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,111.23,backend,prod
2025-01-27T00:00:00Z,AWSLambda,us-east-1,Requests,6.14,platform,staging
2025-01-27T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,130.99,backend,prod
2025-01-27T00:00:00Z,AmazonS3,us-east-1,Storage,75.34,data,prod
2025-01-28T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,24.9,frontend,prod
2025-01-28T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,21.46,backend,staging
2025-01-28T00:00:00Z,AmazonEBS,eu-west-1,Storage,55.61,platform,prod
2025-01-28T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,183.69,backend,prod
2025-01-28T00:00:00Z,AWSLambda,us-east-1,Requests,5.08,platform,staging
2025-01-28T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,118.14,backend,prod
2025-01-28T00:00:00Z,AmazonS3,us-east-1,Storage,67.15,data,prod
2025-01-29T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,31.9,frontend,prod
2025-01-29T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,46.54,backend,staging
2025-01-29T00:00:00Z,AmazonEBS,eu-west-1,Storage,54.98,platform,prod
2025-01-29T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,201.71,backend,prod
2025-01-29T00:00:00Z,AWSLambda,us-east-1,Requests,5.19,platform,staging
2025-01-29T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,177.66,backend,prod
2025-01-29T00:00:00Z,AmazonS3,us-east-1,Storage,80.62,data,prod
2025-01-30T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,27.34,frontend,prod
2025-01-30T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,31.75,backend,staging
2025-01-30T00:00:00Z,AmazonEBS,eu-west-1,Storage,51.84,platform,prod
2025-01-30T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,207.7,backend,prod
2025-01-30T00:00:00Z,AWSLambda,us-east-1,Requests,5.78,platform,staging
2025-01-30T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,134.21,backend,prod
2025-01-30T00:00:00Z,AmazonS3,us-east-1,Storage,74.92,data,prod
2025-01-31T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,25.53,frontend,prod
2025-01-31T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,35.59,backend,staging
2025-01-31T00:00:00Z,AmazonEBS,eu-west-1,Storage,44.56,platform,prod
2025-01-31T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,147.54,backend,prod
2025-01-31T00:00:00Z,AWSLambda,us-east-1,Requests,9.08,platform,staging
2025-01-31T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,158.07,backend,prod
2025-01-31T00:00:00Z,AmazonS3,us-east-1,Storage,74.18,data,prod
2025-02-01T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,21.45,frontend,prod
2025-02-01T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,27.95,backend,staging
2025-02-01T00:00:00Z,AmazonEBS,eu-west-1,Storage,45.37,platform,prod
2025-02-01T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,154.25,backend,prod
2025-02-01T00:00:00Z,AWSLambda,us-east-1,Requests,5.73,platform,staging
2025-02-01T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,147.8,backend,prod
2025-02-01T00:00:00Z,AmazonS3,us-east-1,Storage,57.34,data,prod
2025-02-02T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,15.83,frontend,prod
2025-02-02T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,29.04,backend,staging
2025-02-02T00:00:00Z,AmazonEBS,eu-west-1,Storage,41.71,platform,prod
2025-02-02T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,139.09,backend,prod
2025-02-02T00:00:00Z,AWSLambda,us-east-1,Requests,4.58,platform,staging
2025-02-02T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,98.93,backend,prod
2025-02-02T00:00:00Z,AmazonS3,us-east-1,Storage,60.24,data,prod
2025-02-03T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,18.09,frontend,prod
2025-02-03T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,34.31,backend,staging
2025-02-03T00:00:00Z,AmazonEBS,eu-west-1,Storage,40.63,platform,prod
2025-02-03T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,174.14,backend,prod
2025-02-03T00:00:00Z,AWSLambda,us-east-1,Requests,4.35,platform,staging
2025-02-03T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,108.35,backend,prod
2025-02-03T00:00:00Z,AmazonS3,us-east-1,Storage,58.9,data,prod
2025-02-04T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,33.94,frontend,prod
2025-02-04T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,46.95,backend,staging
2025-02-04T00:00:00Z,AmazonEBS,eu-west-1,Storage,52.51,platform,prod
2025-02-04T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,242.82,backend,prod
2025-02-04T00:00:00Z,AWSLambda,us-east-1,Requests,4.22,platform,staging
2025-02-04T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,164.74,backend,prod
2025-02-04T00:00:00Z,AmazonS3,us-east-1,Storage,65.3,data,prod
2025-02-05T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,26.97,frontend,prod
2025-02-05T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,26.93,backend,staging
2025-02-05T00:00:00Z,AmazonEBS,eu-west-1,Storage,44.9,platform,prod
2025-02-05T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,174.31,backend,prod
2025-02-05T00:00:00Z,AWSLambda,us-east-1,Requests,9.3,platform,staging
2025-02-05T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,159.69,backend,prod
2025-02-05T00:00:00Z,AmazonS3,us-east-1,Storage,76.32,data,prod
2025-02-06T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,29.87,frontend,prod
2025-02-06T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,23.41,backend,staging
2025-02-06T00:00:00Z,AmazonEBS,eu-west-1,Storage,45.71,platform,prod
2025-02-06T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,202.82,backend,prod
2025-02-06T00:00:00Z,AWSLambda,us-east-1,Requests,6.82,platform,staging
2025-02-06T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,682.96,backend,prod
2025-02-06T00:00:00Z,AmazonS3,us-east-1,Storage,57.99,data,prod
2025-02-07T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,35.44,frontend,prod
2025-02-07T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,27.13,backend,staging
2025-02-07T00:00:00Z,AmazonEBS,eu-west-1,Storage,48.43,platform,prod
2025-02-07T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,236.57,backend,prod
2025-02-07T00:00:00Z,AWSLambda,us-east-1,Requests,5.82,platform,staging
2025-02-07T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,159.65,backend,prod
2025-02-07T00:00:00Z,AmazonS3,us-east-1,Storage,79.94,data,prod
2025-02-08T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,13.31,frontend,prod
2025-02-08T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,20.67,backend,staging
2025-02-08T00:00:00Z,AmazonEBS,eu-west-1,Storage,46.59,platform,prod
2025-02-08T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,151.39,backend,prod
2025-02-08T00:00:00Z,AWSLambda,us-east-1,Requests,4.05,platform,staging
2025-02-08T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,114.58,backend,prod
2025-02-08T00:00:00Z,AmazonS3,us-east-1,Storage,50.42,data,prod
2025-02-09T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,18.89,frontend,prod
2025-02-09T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,32.42,backend,staging
2025-02-09T00:00:00Z,AmazonEBS,eu-west-1,Storage,41.05,platform,prod
2025-02-09T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,165.81,backend,prod
2025-02-09T00:00:00Z,AWSLambda,us-east-1,Requests,2.62,platform,staging
2025-02-09T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,101.73,backend,prod
2025-02-09T00:00:00Z,AmazonS3,us-east-1,Storage,65.73,data,prod
2025-02-10T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,29.62,frontend,prod
2025-02-10T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,39.63,backend,staging
2025-02-10T00:00:00Z,AmazonEBS,eu-west-1,Storage,52.18,platform,prod
2025-02-10T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,208.35,backend,prod
2025-02-10T00:00:00Z,AWSLambda,us-east-1,Requests,5.52,platform,staging
2025-02-10T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,154.92,backend,prod
2025-02-10T00:00:00Z,AmazonS3,us-east-1,Storage,67.53,data,prod
2025-02-11T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,31.16,frontend,prod
2025-02-11T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,27.51,backend,staging
2025-02-11T00:00:00Z,AmazonEBS,eu-west-1,Storage,58.23,platform,prod
2025-02-11T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,206.7,backend,prod
2025-02-11T00:00:00Z,AWSLambda,us-east-1,Requests,7.66,platform,staging
2025-02-11T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,135.78,backend,prod
2025-02-11T00:00:00Z,AmazonS3,us-east-1,Storage,79.54,data,prod
2025-02-12T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,25.72,frontend,prod
2025-02-12T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,24.6,backend,staging
2025-02-12T00:00:00Z,AmazonEBS,eu-west-1,Storage,57.62,platform,prod
2025-02-12T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,159.35,backend,prod
2025-02-12T00:00:00Z,AWSLambda,us-east-1,Requests,4.79,platform,staging
2025-02-12T00:00:00Z,AmazonRDS,eu-west-1,InstanceHr,119.8,backend,prod
2025-02-12T00:00:00Z,AmazonS3,us-east-1,Storage,74.79,data,prod
2025-02-13T00:00:00Z,AmazonCloudFront,us-east-1,DataXfer,35.71,frontend,prod
2025-02-13T00:00:00Z,AmazonDynamoDB,us-east-1,ReadUnits,31.66,backend,staging
2025-02-13T00:00:00Z,AmazonEBS,eu-west-1,Storage,50.7,platform,prod
2025-02-13T00:00:00Z,AmazonEC2,us-east-1,BoxUsage,207.29,backend,prod
